YEAR,MONTH_NAME,BEGIN_DAY,BEGIN_DATE_TIME,TIME_OF_DAY,DAMAGE_PROPERTY,EVENT_TYPE,STATE,TOR_F_SCALE,BEGIN_LOCATION,BEGIN_LAT,BEGIN_LON,EVENT_NARRATIVE
2024,January,9,2024-01-09 14:37:00,14:37:00,1000,Flood,VIRGINIA,,FONTAINE,36.6495,-79.8715,A clogged drain caused runoff from prolonged rainfall to flow inside a building.
2024,January,9,2024-01-09 16:55:00,16:55:00,500,Thunderstorm Wind,VIRGINIA,,CLUSTER SPGS,36.63,-78.91,Thunderstorm winds blew down at least one tree in Cluster Springs.
2024,January,9,2024-01-09 16:32:00,16:32:00,500,Thunderstorm Wind,VIRGINIA,,KENTUCK,36.6258,-79.3103,Thunderstorm winds downed a pine tree that blocked both lanes of Ferguson Road.
2024,February,3,2024-02-03 20:42:00,20:42:00,10,Flood,CALIFORNIA,,SPENCE,36.6249,-121.5827,Northbound US Highway 101 was closed from Hartnell Road to Alisal Road due to flooding.
2024,January,9,2024-01-09 14:58:00,14:58:00,1000,Thunderstorm Wind,VIRGINIA,,WESTOVER HILLS,36.6215,-79.4587,Thunderstorm winds blew down a couple trees on Jamerson Road South.
2024,January,11,2024-01-11 23:30:00,23:30:00,35000,Thunderstorm Wind,MISSOURI,,WASHBURN,36.59,-93.97,Multiple power lines were reported down.
2024,January,9,2024-01-09 14:23:00,14:23:00,1000,Thunderstorm Wind,VIRGINIA,,RIDGEWAY,36.57,-79.81,"Thunderstorm winds downed a tree that brought down a power line across Morgan Ford Road, and downed another tree onto a power line on Cox Road."
2024,January,9,2024-01-09 15:21:00,15:21:00,500,Thunderstorm Wind,VIRGINIA,,KENT,36.5548,-79.2412,Thunderstorm winds downed a tree that landed across Milton Highway and blocked half of the road.
2024,January,9,2024-01-09 14:42:00,14:42:00,1000,Thunderstorm Wind,VIRGINIA,,BERRY HILL,36.55,-79.61,Thunderstorm winds blew down two trees near the intersection of Berry Hill Road and Stateline Bridge Road.
2024,January,9,2024-01-09 17:12:00,17:12:00,1000,Thunderstorm Wind,VIRGINIA,,VIRGILINA,36.55,-78.77,Thunderstorm winds blew down at least two trees just east of Virgilina.
2024,January,9,2024-01-09 15:20:00,15:20:00,130000,Flash Flood,VIRGINIA,,LEAKSVILLE JCT,36.5426,-79.7134,"After around 1.75 inches of rain had fallen over a roughly 10 hour period, a line of heavy rainfall, producing rates of 1.5 inches per hour, passed across Pittsylvania County, bringing a half inch to three quarters of rain over a short period of time. This resulted in numerous instances of flash flooding throughout the county.  Runoff from this rain caused Green Rock Branch to overflow its banks at least six inches deep across Concord Road.  Motleys Mill Road washed out near the intersection with Halifax Road, causing an estimated 50 thousand dollars worth of damage.  Halifax Road was also observed flooded.  Sycamore Creek was observed overflowing its banks several inches deep across Country Club Road.  Extensive damage occurred near the intersection of Walkers Well Road and Toshes Road, with three layers of the road surface washed away, causing an estimated 25 thousand dollars of damage.  Long Branch Creek was observed overflowing its banks several inches deep across Player Road, leaving a large amount of debris on the roadway.  Fall Creek rose several inches out of its banks, flooding the southbound lane of N. Main Street near Fall Creek Drive.  Cascade Creek was observed out of its banks several inches deep over Cobbs Knob Road.  Pudding Creek was observed overflowing its banks across Johnson Road, and across the Jones Mill Road bridge.  White Ridge Road was submerged several inches deep as Barker Creek overflowed its banks.  Cedar Creek was observed overflowing its banks at least several inches deep Graves Bridge Road.  Little Bearskin Creek was reported out of its banks several inches deep over Hollywood Road.  Anderson Mill Road was completely washed out and impassible near the intersection with Old Red Eye Road, causing an estimated 50 thousand dollars worth of damage.  Both Countryside Drive and Hillside Drive was observed with several inches of water flowing across the roadway surface.  Shawnee Road was observed flooded several inches deep between Sandy Bottom Road and Camp Shawnee Road.  Green Rock Branch was observed flowing well outside of its banks.  Both Berry Hill Road and Stateline Bridge Road were observed flooded several inches deep by flowing water.  Fall Creek Road was observed flooded by nearby Cane Creek overflowing its banks.  The 1000 block of Terry Road was reported flooded.  The 2000 block of Irish Road was reported flooded and impassible.  Strawberry Road was flooded and closed as the Banister River rose out of its banks."
2024,January,11,2024-01-11 23:55:00,23:55:00,5000,Thunderstorm Wind,MISSOURI,,BLUE EYE,36.5,-93.4,High winds damaged siding on an outbuilding.
2024,February,6,2024-02-06 23:15:00,23:15:00,2000,Flash Flood,CALIFORNIA,,DEATH VLY,36.4657,-116.8736,Water and debris flowed over roads in the Furnace Creek area.
2024,January,9,2024-01-09 19:30:00,19:30:00,20000,Thunderstorm Wind,NORTH CAROLINA,,ROANOKE RAPIDS,36.4597,-77.6501,"There were multiple reports of downed trees and power outages across Halifax County, most notably in the town of Roanoke Rapids."
2024,January,9,2024-01-09 17:35:00,17:35:00,4000,Thunderstorm Wind,NORTH CAROLINA,,STOVALL,36.4478,-78.5701,Trees were reported down in the towns of Oxford and Stovall.
2024,January,11,2024-01-11 23:23:00,23:23:00,15000,Thunderstorm Wind,ARKANSAS,,GARFIELD,36.4432,-94.0282,"Strong thunderstorm wind damaged the roof of a building, and uprooted a number of trees."
2024,January,9,2024-01-09 14:45:00,14:45:00,50000,Flash Flood,NORTH CAROLINA,,DANBURY,36.4338,-80.2439,"A portion of Highway 89 was completely washed out and destroyed due to runoff from heavy rainfall.  The road was washed out just north of the intersection with Highway 8, making the road impassible to traffic.  Repairs were expected to take from weeks to months to complete."
2024,January,9,2024-01-09 15:40:00,15:40:00,5000,Thunderstorm Wind,NORTH CAROLINA,,ROXBORO,36.4,-78.98,Several trees were reported down in the town of Roxboro.
2024,January,9,2024-01-09 13:28:00,13:28:00,500,Thunderstorm Wind,NORTH CAROLINA,,PILOT MTN,36.38,-80.49,Thunderstorm winds downed a tree near the intersection of Route 52 and South Key Street.
2024,January,11,2024-01-11 23:25:00,23:25:00,150000,Thunderstorm Wind,ARKANSAS,,LARUE,36.3422,-93.9431,Strong thunderstorm wind destroyed boat docks and damaged boats.
2024,January,9,2024-01-09 20:20:00,20:20:00,5000,Thunderstorm Wind,NORTH CAROLINA,,UNION,36.33,-76.98,Power lines were downed throughout the county.
2024,January,11,2024-01-11 23:14:00,23:14:00,20000,Thunderstorm Wind,ARKANSAS,,ROGERS,36.33,-94.12,Strong thunderstorm wind damaged fences and the roofs of homes.
2024,January,11,2024-01-11 23:25:00,23:25:00,2000,Thunderstorm Wind,ARKANSAS,,LARUE,36.3261,-93.9346,Strong thunderstorm wind blew down trees and power lines.
2024,January,9,2024-01-09 21:25:00,21:25:00,3000,Thunderstorm Wind,NORTH CAROLINA,,ELIZABETH CITY,36.3,-76.22,Several trees were downed throughout the county.
2024,January,9,2024-01-09 14:55:00,14:55:00,10000,Flood,NORTH CAROLINA,,ELKIN,36.2423,-80.8435,"The Yadkin River at Elkin, NC (ELKN7) crested at 21.09 feet (23,400 cfs) above the moderate flood stage of 21 feet at 9 pm EST on the 9th (10/0200 UTC). The flooding was the result of between three and four inches of rain covering a large area of the headwaters, most of which fell between 2 am and 4 pm EST on the 9th. This crest is tied for the 10th-highest documented crest of this gage, and the highest since November 12, 2020. This event is between a 10-year event and a 25-year event (10%-25% Annual Exceedance Probability) per USGS StreamStats. Backwater flooding was observed along Big Elkin Creek, flooding Memorial Park Drive, as well as the athletic fields of Elkin Municipal Park.  Portions of Crater Park were also flooded as the river came out of its banks.  Property damage is the estimated clean up and debris removal from the flooding."
2024,January,9,2024-01-09 13:40:00,13:40:00,2000,Thunderstorm Wind,NORTH CAROLINA,,TOBACCOVILLE,36.2382,-80.3712,Trees were reported down near the intersection of Tobaccoville Rd and Doral Dr.
2024,January,9,2024-01-09 11:25:00,11:25:00,10000,Flood,NORTH CAROLINA,,KELLERSVILLE,36.2075,-81.8829,"A portion of Chestnut Way within the Beech Mountain Community was washed out by heavy runoff from around 2 inches of rainfall over a 10 hour period, makin the road impassible.  Runoff also caused multiple feet of water to pond across nearby Grassy Gap Road.  Property damage is the estimated cost to repair Chestnut Way."
2024,January,9,2024-01-09 19:30:00,19:30:00,10000,Thunderstorm Wind,NORTH CAROLINA,,ENFIELD,36.1807,-77.6632,Power outages were reported in the town of Enfield.
2024,January,9,2024-01-09 15:01:00,15:01:00,5000,Thunderstorm Wind,NORTH CAROLINA,,ALTAMAHAW,36.1691,-79.5113,Trees fell on power lines in the town of Ossipee.
2024,January,9,2024-01-09 16:35:00,16:35:00,25000,Flood,NORTH CAROLINA,,WILKESBORO,36.152,-81.1464,"The Yadkin River at Wilkesboro, NC (WKSN7), crested at 14.12 feet (11,500 cfs) at 5 pm EST on the 9th (09/2200 UTC) above the minor flood stage of 14.0 feet. The flooding was the result of between three and four inches of rain covering a large area of the headwaters, most of which fell between 2 am and 4 pm EST on the 9th. This is the 22nd-highest documented crest of this gage, and the highest since October 29, 2020. This event is less than a 2-year event (50% Annual Exceedance Probability) per USGS StreamStats. Portions of Wilkesboro Avenue in front of Midtown Plaza were flooded, as well as some of the businesses along the south side of that portion of Wilkesboro Avenue.  Police blocked Wilkesboro Avenue from where it intersects with Wilkesboro Boulevard near the Yadkin River bridge to the intersection with Ninth Street."
2024,January,9,2024-01-09 16:55:00,16:55:00,5000,Thunderstorm Wind,NORTH CAROLINA,,HILLSBOROUGH,36.1212,-79.1149,There were several reports of trees down in the towns of Hillsborough and Cedar Grove.
2024,January,9,2024-01-09 16:15:00,16:15:00,1000,Thunderstorm Wind,NORTH CAROLINA,,GIBSONVILLE,36.1208,-79.5375,A tree was reported down near the intersection of Piedmont Ave and Burke Clubhouse Rd.
2024,February,5,2024-02-05 14:27:00,14:27:00,1000,Flood,NEVADA,,RED ROCK CANYON,36.1166,-115.4579,The Red Rock Scenic Loop was closed due to flooding at Oak Creek.
2024,January,9,2024-01-09 14:03:00,14:03:00,2000,Thunderstorm Wind,NORTH CAROLINA,,GUTHRIE,36.111,-80.189,Trees were reported down along Reidsville Rd in Guthrie.
2024,January,9,2024-01-09 13:55:00,13:55:00,2000,Thunderstorm Wind,NORTH CAROLINA,,WINSTON JCT,36.1101,-80.2998,Trees were reported down near the intersection of Shoreland Rd and Burkeshore Rd.
2024,January,9,2024-01-09 18:29:00,18:29:00,20000,Thunderstorm Wind,NORTH CAROLINA,,LOUISBURG,36.1002,-78.3001,Numerous trees and power lines were reported down in the town of Louisburg.
2024,January,9,2024-01-09 14:00:00,14:00:00,2000,Thunderstorm Wind,NORTH CAROLINA,,CITYVIEW,36.0995,-80.2302,Trees were reported down near the intersection of 4th St East and N Laura Wall Blvd.
2024,January,9,2024-01-09 18:40:00,18:40:00,10000,Thunderstorm Wind,NORTH CAROLINA,,LOUISBURG,36.0985,-78.2995,Numerous trees and powerlines were reported down in the town of Louisburg.
2024,January,9,2024-01-09 15:47:00,15:47:00,100000,Flash Flood,NORTH CAROLINA,,GREENSBORO,36.0924,-79.8032,"At least fourteen reports were made of flooding throughout Guilford County, including Greensboro. The reports included both street flooding and structural flooding."
2024,January,9,2024-01-09 16:30:00,16:30:00,10000,Flash Flood,NORTH CAROLINA,,GREENSBORO,36.09,-79.8,A vehicle was stuck in water near the Latham Park area.
2024,February,28,2024-02-28 16:33:00,16:33:00,2000,Thunderstorm Wind,NORTH CAROLINA,,LEWISVILLE,36.081,-80.4515,"Several trees were reported down along Concord Church Rd, Williams Rd, and Styers Ferry Rd."
2024,January,9,2024-01-09 16:00:00,16:00:00,5000,Flash Flood,NORTH CAROLINA,,HILLSBOROUGH,36.0681,-79.1027,Flooding was reported near the intersection of South Churton St and Orange Grove Rd in Hillsborough.
2024,February,28,2024-02-28 16:51:00,16:51:00,2000,Thunderstorm Wind,NORTH CAROLINA,,SWAINTOWN,36.0525,-80.2596,The public reported trees uprooted or snapped southeast of the Parklawn Memorial Gardens in Swaintown.
2024,February,28,2024-02-28 16:51:00,16:51:00,2000,Thunderstorm Wind,NORTH CAROLINA,,SWAINTOWN,36.0403,-80.262,The public reported trees uprooted or snapped near the intersection of W Clemmonsville Rd and Berchfield Dr.
2024,February,28,2024-02-28 16:51:00,16:51:00,2000,Thunderstorm Wind,NORTH CAROLINA,,SWAINTOWN,36.0395,-80.2777,The public reported trees uprooted or snapped near the intersection of Pope Rd and Swaim Rd.
2024,January,9,2024-01-09 13:45:00,13:45:00,5000,Thunderstorm Wind,NORTH CAROLINA,,CLEMMONS,36.0294,-80.3901,"Trees were reported down, resulting in power outages in the town of Clemmons."
2024,January,9,2024-01-09 20:00:00,20:00:00,1000,Flood,NORTH CAROLINA,,UNION GROVE,36.024,-80.822,"Although heavy rainfall ended across Iredell County during the late afternoon and early evening, runoff from the earlier rainfall resulted in continued flooding along Hunting Creek into the overnight, with low-lying areas and some low water crossings remaining inundated before water began retreating prior to daybreak."
2024,January,9,2024-01-09 17:43:00,17:43:00,5000,Thunderstorm Wind,NORTH CAROLINA,,EAST DURHAM,35.9807,-78.8693,Power outages were reported from trees falling on powerlines near the intersection of Weldon Terrace and Owen St in Durham.
2024,January,9,2024-01-09 14:00:00,14:00:00,1000,Flash Flood,NORTH CAROLINA,,TAYLORSVILLE ARPT,35.955,-81.197,Fire dept reported flash flooding developed along Muddy Fork after 3 to 5 inches of rain fell across Alexander County in around 12 hours. Old Wilkesboro Rd was closed and rendered impassable due to inundation from the creek.
2024,January,9,2024-01-09 13:30:00,13:30:00,5000,Flash Flood,NORTH CAROLINA,,VALMEAD,35.946,-81.507,"Ham radio operator and the public (via Social Media) reported a couple of unnamed tributaries overflowed their banks on the northeast side of Lenoir. Floodwater was reportedly entering a residence at Pennell St NW and Plantation Dr. Just northeast of this location, Cottrell Hill Rd was inundated by water from another stream."
2024,January,9,2024-01-09 15:45:00,15:45:00,5000,Thunderstorm Wind,NORTH CAROLINA,,HIGH PT,35.9415,-80.01,A tree fell on a house on Martin St in High Point.
2024,January,9,2024-01-09 17:40:00,17:40:00,5000,Thunderstorm Wind,NORTH CAROLINA,,HOPE VLY,35.9389,-78.9594,Several trees were reported down along Nottaway Road southwest of Durham.
2024,January,9,2024-01-09 15:00:00,15:00:00,1000,Flood,NORTH CAROLINA,,COLLETTSVILLE,35.933,-81.675,"A stream gauge on Johns River in Burke County exceeded its established flood stage, indicating flooding along the river upstream in Caldwell County after 3 to 5 inches of rain fell in the basin in about 12 hours. Highway 90 and Adako Rd were inundated in the Collettsville community."
2024,January,9,2024-01-09 17:30:00,17:30:00,5000,Flash Flood,NORTH CAROLINA,,CHAPEL HILL,35.9213,-79.0573,Broadcast media reports indicated flooding along Umstead Drive between Village Drive and Greene Street.
2024,January,9,2024-01-09 16:53:00,16:53:00,5000,Thunderstorm Wind,NORTH CAROLINA,,ROCKY MT,35.9035,-77.7318,A tree fell on powerlines and a power pole was snapped in half near the intersection of Nobles Mill Pond Rd and Jackson Walk.
2024,January,9,2024-01-09 14:40:00,14:40:00,5000,Thunderstorm Wind,NORTH CAROLINA,,TRINITY,35.8945,-79.9909,Multiple trees were reported down near Trinity.
2024,January,9,2024-01-09 14:50:00,14:50:00,5000,Thunderstorm Wind,NORTH CAROLINA,,LEVEL CROSS,35.889,-79.8078,Trees were reported down in the towns of Level Cross and Randleman.
2024,January,9,2024-01-09 15:00:00,15:00:00,1000,Flood,NORTH CAROLINA,,JOY,35.887,-81.725,"A stream gauge on the Johns River north of Morganton exceeded its established flood stage after 3 to 5 inches of rain fell in the basin in around 12 hours, including the Wilson Creek tributary. Flooded roads included Johns River Loop Rd, Old Johns River Rd, and Valley View Cir. A few campgrounds along the river and its smaller tributaries were also flooded. Additionally, Warrior Fork overflowed its banks and inundated Bost Rd at Spainhour Rd."
2024,January,9,2024-01-09 14:12:00,14:12:00,10000,Thunderstorm Wind,NORTH CAROLINA,,THOMASVILLE,35.8826,-80.0815,"Numerous trees were reported down throughout Davidson County, especially in the town of Thomasville."
2024,January,9,2024-01-09 14:55:00,14:55:00,20000,Flash Flood,NORTH CAROLINA,,REEDS XRDS,35.88,-80.3145,"There were numerous reports of roads closed due to flash flooding throughout Davidson County, specifically in the towns of Lexington and Thomasville, as well as Denton."
2024,January,9,2024-01-09 16:54:00,16:54:00,5000,Thunderstorm Wind,NORTH CAROLINA,,TERRELLS,35.8679,-79.1591,A tree fell on power lines near Jones Ferry Rd.
2024,January,9,2024-01-09 18:05:00,18:05:00,10000,Thunderstorm Wind,NORTH CAROLINA,,MILLBROOK,35.8406,-78.6504,A tree was blown down and fell into a home near the intersection of Sampson St and Pitt St.
2024,January,9,2024-01-09 14:00:00,14:00:00,10000,Thunderstorm Wind,NORTH CAROLINA,,LEXINGTON,35.8237,-80.2658,"Numerous trees were reported down throughout Davidson County, especially in the town of Lexington."
2024,February,5,2024-02-05 13:35:00,13:35:00,2000,Flood,CALIFORNIA,,BALLARAT,35.8015,-117.3695,"Trona Wildrose Road was closed from the Inyo County line to Panamint Valley Road, and Panamint Valley Road was closed from Trona Wildrose Road to Highway 190 due to long-duration flooding."
2024,February,5,2024-02-05 16:00:00,16:00:00,50000,Flood,CALIFORNIA,,TECOPA,35.8,-116.06,Numerous roads in Inyo County were closed due to flooding/washouts. The times were estimated. One vehicle got stuck in the flooding.
2024,January,9,2024-01-09 15:30:00,15:30:00,2000,Flash Flood,NORTH CAROLINA,,MAJOLICA,35.733,-80.548,"Emergency manager and newspaper reported flash flooding of small streams and poor drainage areas resulting in multiple roads being inundated and closed or rendered impassable after 3 to 5 inches of rain fell throughout Rowan County in around 12 hours. Impacted roads included Old Beatty Ford Rd, St Peters Church Rd, and Old Mocksville Rd."
2024,January,9,2024-01-09 16:28:00,16:28:00,10000,Thunderstorm Wind,NORTH CAROLINA,,SILER CITY,35.7214,-79.4669,"Multiple reports of trees down in Siler City, Bonlee, and Bennett."
2024,January,9,2024-01-09 17:05:00,17:05:00,10000,Thunderstorm Wind,NORTH CAROLINA,,SILER CITY,35.716,-79.4294,Power outages were reported due to fallen trees near the intersection of Alston Bridge Rd and US Highway 421 in Siler City.
2024,February,5,2024-02-05 19:00:00,19:00:00,10000,Flood,CALIFORNIA,,HORSE THIEF SPGS,35.6965,-116.2533,The Amargosa River flooded areas from Tecopa Hot Springs down to Highway 127 near Dumont Dunes.
2024,January,9,2024-01-09 18:35:00,18:35:00,15000,Thunderstorm Wind,NORTH CAROLINA,,ARCHERS LODGE,35.6803,-78.4007,"Several trees were reported down in northern Johnston County, especially along Old Johnson Rd and Loop Rd south of Wendell."
2024,January,9,2024-01-09 16:31:00,16:31:00,15000,Flash Flood,NORTH CAROLINA,,ASHEBORO,35.68,-79.79,There was a report of a home flooded on Anns Court near the town of Asheboro.
2024,January,9,2024-01-09 15:30:00,15:30:00,1000,Flash Flood,NORTH CAROLINA,,PROPST XRDS,35.66,-81.348,"Public (via Social Media) and spotter reported flash flooding developed throughout central and northern Catawba County after 3 to 5 inches of rain fell in around 12 hours. Impacted roads included Pittstown Rd (due to Hop Creek overflowing its banks), Bethany Church Rd (due to McLin Creek), and 11th Ave SE in Hickory (due to poor drainage). Addtionally, Shoal Creek flooded multiple portions of a golf course near Lake Hickory and basements were flooded along Evergreen Dr."
2024,January,9,2024-01-09 14:00:00,14:00:00,3000,Flash Flood,NORTH CAROLINA,,OSWALT,35.658,-80.86,"Fire dept and newspaper reported flash flooding developed throughout Iredell County after 3 to 5 inches of rain fell in around 12 hours. Multiple roads were inundated throughout the county due to a combination of poor drainage and small stream flooding. Fire dept and newspaper reported flash flooding developed throughout Iredell County after 3 to 5 inches of rain fell in around 12 hours. Multiple roads were inundated throughout the county due to a combination of poor drainage and small stream flooding. Roads that became closed and/or impassable included Old Mocksville Rd and Seed House Rd, Beauty St, Crestridge Rd and Flint Rd in Statesville, Williamsburg Rd (due to Rock Creek), Bussell Rd, Bess Rd, and Linneys Mill Rd in the northern part of the county, and Ridge Creek Dr in Troutman, where access to several homes was cut off. Finally, a stream gauge on Hunting Creek near Harmony exceeded its established flood stage for a few hours, indicating inundation of low water crossing and other low lying areas along the stream."
2024,January,9,2024-01-09 15:00:00,15:00:00,5000,Flood,NORTH CAROLINA,,GREENLEE,35.657,-82.138,"Stream gauges on the Catawba River in central McDowell County briefly exceeded flood stage after 3 to 5 inches of rain fell in around 12 hours. Multiple low water crossings and several campgrounds along the river were inundated with a couple of feet of water. Some water may have briefly entered basements and crawl spaces of a few homes along the river. At least one tributary of the Catawba (Cane Creek) also overflowed its banks, inundating Chelsey Dr and McCoy Rd in the Greenlee community."
2024,January,9,2024-01-09 12:27:00,12:27:00,250000,Tornado,NORTH CAROLINA,EF1,BANDY,35.657,-81.157,"NWS storm survey found the path of a tornado that touched down near Yount Rd in Claremont, where large tree branches were broken off, before the tornado moved northeast, uprooting trees from Love Rd to Boggs Rd. The tornado appeared to intensify by along Hewitt Rd near McLin Creek, before moving into the Fox Hollow neighborhood. Several trees were uprooted or snapped on Cindi Lane, while several manufactured homes were damaged along Evening Dr. One of these homes, which was tied down but only in shallow holes, rolled over and was partially torn apart. A person inside was killed.  The walls of another manufactured home in Fox Hollow were torn away from the floor and undercarriage, and two more suffered major roof or wall damage. Four injuries occurred elsewhere in Fox Hollow, two of which were serious. Several tree trunks were snapped  northeast of this location on Old Catawba Rd. At this point, the damage track was lost in a largely inaccessible rural area between Highway 70 and the Catawba River, but the tornado is presumed to have been  mostly in contact with the ground, crossing into Iredell County just south of I-40."
2024,January,9,2024-01-09 18:43:00,18:43:00,2000,Thunderstorm Wind,NORTH CAROLINA,,CLAYTON FLOWERS ARPT,35.648,-78.3958,A tree was reported down near the intersection of Neuse River Parkway and NC Highway 42 East.
2024,January,9,2024-01-09 16:43:00,16:43:00,1000,Thunderstorm Wind,NORTH CAROLINA,,STANTONSBURG,35.64,-77.838,A tree was reported down near the 5300 block of North Carolina Highway 58 South.
2024,January,9,2024-01-09 14:55:00,14:55:00,10000,Flash Flood,NORTH CAROLINA,,DENTON,35.6329,-80.116,A water rescue occurred due to flash flooding near the intersection of West Newsom Ave and Anderson St in Denton.
2024,January,9,2024-01-09 13:33:00,13:33:00,50000,Thunderstorm Wind,NORTH CAROLINA,,LANDIS,35.535,-80.622,"Emergency manager reported numerous trees blown down throughout Rowan County, especially in Salisbury and vicinity. Several trees were blown down on structures, and many trees were downed across roads."
2024,January,9,2024-01-09 16:25:00,16:25:00,10000,Thunderstorm Wind,NORTH CAROLINA,,PIKEVILLE,35.4972,-77.9834,"Multiple reports of trees down around Goldsboro, Pikeville, and Seven Springs in Wayne County."
2024,January,9,2024-01-09 17:30:00,17:30:00,5000,Thunderstorm Wind,NORTH CAROLINA,,SANFORD,35.48,-79.1805,Multiple trees were reported down in Sanford.
2024,January,9,2024-01-09 17:33:00,17:33:00,5000,Thunderstorm Wind,NORTH CAROLINA,,JONESBORO,35.4511,-79.1507,Power outages were reported from trees falling on power lines within the town of Jonesboro.
2024,January,9,2024-01-09 16:00:00,16:00:00,3000,Flash Flood,NORTH CAROLINA,,MT PLEASANT,35.397,-80.424,"Stream gauges on the Rocky River above Irish Buffalo Creek and on Back Creek indicated flash flooding developed along multiple tributaries of the river, including Irish Buffalo Creek and Dutch Buffalo Creek after 3 to 5 inches of rain fell across Cabarrus County in about 12 hours. Multiple roads were inundated, including Stallings Rd, Poplar Tent Rd, Bowman-Berrier Rd, Mount Pleasant Rd, Highway 200, and Stough Rd."
2024,January,9,2024-01-09 10:30:00,10:30:00,5000,Flash Flood,NORTH CAROLINA,,MILLS RIVER,35.393,-82.585,"County comms and stream gauges reported flash flooding developed across Henderson County after 3 to 6 inches of rain fell across the area in about 12 hours. Multiple roads were inundated and closed throughout the county due to a combination of poor drainage and small stream flooding. This included Boylston Creek, which overflowed at least one road. Mud Creek near downtown Hendersonville flooded areas near S Church St and S Main St as well as parks and greenways along the stream. Bat Fork Creek also overflowed its banks and inundated Airport Rd, New Hope Rd, as well as runways at the Hendersonville Airport. Additionally, Cushion Creek overflowed its banks in the Fletcher area,  inundating Jackson Rd and Howard Gap Rd."
2024,January,9,2024-01-09 17:30:00,17:30:00,1000,Flood,NORTH CAROLINA,,NAPLES,35.391,-82.525,"Although heavy rain ended across Henderson County during the afternoon of the 9th, runoff from the rainfall resulted in persistent flooding across the Mud Creek and other streams in Hendersonville and vicinity, including Bat Fork Creek. Multiple roads remained impassable and closed during this time."
2024,January,9,2024-01-09 16:05:00,16:05:00,5000,Thunderstorm Wind,NORTH CAROLINA,,TROY,35.3586,-79.8937,"Trees were reported down across Montgomery County, especially in the town of Troy."
2024,January,9,2024-01-09 14:36:00,14:36:00,5000,Thunderstorm Wind,NORTH CAROLINA,,ALBEMARLE ARPT,35.3512,-80.1902,Several trees were reported down in the town of Albemarle.
2024,January,9,2024-01-09 21:00:00,21:00:00,1000,Flood,NORTH CAROLINA,,ROCKY RIVER,35.312,-80.626,"Although heavy rain tapered off across Cabarrus County throughout the evening, runoff from the earlier rainfall maintained elevated stream levels along tributaries of the Rock River which continued to flood roads throughout the overnight hours."
2024,January,9,2024-01-09 15:00:00,15:00:00,10000,Flash Flood,NORTH CAROLINA,,SPENCER MTN,35.309,-81.122,"A river gauge on the South Fork Catawba River indicated flash flooding developed along the river after 3 to 5 inches of rain fell throughout the watershed, mostly in around 12 hours. Moderate flooding eventually developed during the evening as runoff worked its way through the watershed. The crawl spaces of multiple homes were inundated, particularly along Riverside Dr and 8th Ave in Cramerton. Otherwise, multiple roads were flooding, including some due to backwater effects along tributaries of the South Fork Catawba. Additionally, Taylors Creek overflowed its banks onto Dana St during this time. Moderate flooding continued along the South Fork through the early morning of the 11th."
2024,January,9,2024-01-09 16:20:00,16:20:00,1000,Thunderstorm Wind,NORTH CAROLINA,,GRANTHAM,35.2935,-78.1317,A tree fell across the roadway near the intersection of US Highway 13 South and Loop Rd.
2024,January,9,2024-01-09 12:00:00,12:00:00,2000,Flash Flood,NORTH CAROLINA,,SALUDA,35.25,-82.332,"County comms and newspaper reported flash flooding developed across Polk County after 3 to 5 inches of rain fell across much of the county in around 12 hours. Multiple roads throughout the county were inundated and closed due to either small stream flooding or poor drainage. These included Hunting Country Rd at Carriage Row Rd, Abrams Moore Rd, Coxe Rd at Phillips Dairy Rd, and the intersection of River Rd, Hooker Rd and Scriven Rd."
2024,January,9,2024-01-09 14:00:00,14:00:00,10000,Flash Flood,NORTH CAROLINA,,BOILING SPGS,35.222,-81.752,"A stream gauge on the Broad River indicated flash flooding developed along the stream near Boiling Springs after 3 to 5 inches of rain fell throughout the basin in about 12 hours. Moderate flooding eventually developed, with multiple roads inundated along the river, as were the crawl spaces of several homes, particularly in the Abes Mountain Rd area. While rapid stream rises came to an end with cessation of heavy rain during the late afternoon and evening, the river remained in moderate flood stage through the overnight hours and much of the 10th."
2024,January,9,2024-01-09 13:45:00,13:45:00,25000,Thunderstorm Wind,NORTH CAROLINA,,ALEXANDERS STORE,35.214,-80.716,Ham radio operator reported trees down on Oak Hollow Dr at Long Pine with a house damaged by a downed tree.
2024,January,9,2024-01-09 14:30:00,14:30:00,5000,Thunderstorm Wind,NORTH CAROLINA,,COTTONVILLE,35.1917,-80.1543,Trees and powerlines were reported down near the intersection of Whitley Rd and Mt Zion Church Rd.
2024,January,9,2024-01-09 17:05:00,17:05:00,5000,Thunderstorm Wind,NORTH CAROLINA,,SOUTHERN PINES,35.1803,-79.3979,Several trees were reported down in Southern Pines.
2024,January,9,2024-01-09 17:00:00,17:00:00,1000,Flood,NORTH CAROLINA,,ROSMAN,35.166,-82.847,"Although heavy rain ended across Transylvania County during the afternoon of the 9th, runoff from the rainfall resulted in persistent flooding across the French Broad and adjacent basins, including Davidson River and Little River. Multiple roads remained impassable and closed during this time."
